league,season,population,team,dimension,category,unit,source,off_n,off_freq,off_ppp,off_ppp_pctl,def_n,def_ppp,def_ppp_pctl
nba,2026,national,IND,shot_zone,mid_range,attempt,espn_derived,1221,0.1742294520547945,0.6994266994266994,52,1146,0.7521815008726004,100
nba,2026,national,IND,shot_zone,paint,attempt,espn_derived,1192,0.17009132420091325,1.0083892617449663,55,1370,1.0350364963503649,83
nba,2026,national,LAC,ball_security,dead_ball_to,possession,espn_derived,430,0.05350920856147337,0.002325581395348837,62,392,0,97
nba,2026,national,LAC,ball_security,live_ball_to,possession,espn_derived,749,0.09320557491289198,0,34,788,0,48
nba,2026,national,LAC,ball_security,no_turnover,possession,espn_derived,6857,0.8532852165256346,1.3532156919935832,41,6863,1.3389188401573655,0
nba,2026,national,LAC,context,halfcourt,possession,espn_derived,6014,0.7483822797411648,1.0864649151978716,69,5721,1.0777836042649886,55
nba,2026,national,LAC,context,second_chance,possession,espn_derived,1060,0.13190642110502737,1.1471698113207547,72,1234,1.1118314424635332,48
nba,2026,national,LAC,context,transition,possession,espn_derived,962,0.11971129915380786,1.5904365904365905,97,1088,1.5174632352941178,76
nba,2026,national,LAC,creation,assisted,made_fg,espn_derived,1953,0.5875451263537906,2.4142345110087047,38,2133,2.4294421003281763,72
nba,2026,national,LAC,creation,unassisted,made_fg,espn_derived,1371,0.41245487364620936,2.1560904449307077,76,1227,2.1361043194784024,69
nba,2026,national,LAC,shot_zone,above_break_3,attempt,espn_derived,1980,0.30086612976751254,1.128787878787879,62,2137,1.1272812353766963,72
nba,2026,national,LAC,shot_zone,at_rim,attempt,espn_derived,1565,0.23780580458896824,1.5488817891373803,93,1575,1.5314285714285714,83
nba,2026,national,LAC,shot_zone,corner_3,attempt,espn_derived,646,0.09816137365142076,1.2910216718266254,86,676,1.242603550295858,66
nba,2026,national,LAC,shot_zone,mid_range,attempt,espn_derived,1019,0.1548396900167148,0.6928361138370952,41,1088,0.6691176470588235,28
nba,2026,national,LAC,shot_zone,paint,attempt,espn_derived,1371,0.20832700197538367,1.073668854850474,90,1387,1.0194664744051911,66
nba,2026,national,LAL,ball_security,dead_ball_to,possession,espn_derived,488,0.05350877192982456,0,66,498,0.002008032128514056,41
nba,2026,national,LAL,ball_security,live_ball_to,possession,espn_derived,874,0.09583333333333334,0,14,841,0.0011890606420927466,34
nba,2026,national,LAL,ball_security,no_turnover,possession,espn_derived,7758,0.8506578947368421,1.354601701469451,28,7776,1.337962962962963,69
nba,2026,national,LAL,context,halfcourt,possession,espn_derived,6769,0.7422149122807018,1.0992761116856256,72,6582,1.079611060467943,59
nba,2026,national,LAL,context,second_chance,possession,espn_derived,1282,0.14057017543859648,1.078783151326053,17,1313,1.1386138613861385,72
nba,2026,national,LAL,context,transition,possession,espn_derived,1069,0.11721491228070176,1.5762394761459309,93,1220,1.4795081967213115,41
nba,2026,national,LAL,creation,assisted,made_fg,espn_derived,2360,0.6187729417933928,2.3372881355932202,0,2478,2.396690879741727,10
nba,2026,national,LAL,creation,unassisted,made_fg,espn_derived,1454,0.38122705820660724,2.191196698762036,100,1400,2.13,59
nba,2026,national,LAL,shot_zone,above_break_3,attempt,espn_derived,2137,0.28792778226893023,1.152550304164717,86,2286,1.110236220472441,52
nba,2026,national,LAL,shot_zone,at_rim,attempt,espn_derived,1797,0.24211802748585287,1.5893155258764609,100,2000,1.566,97
nba,2026,national,LAL,shot_zone,corner_3,attempt,espn_derived,675,0.09094583670169766,1.1244444444444444,7,803,1.1917808219178083,31
nba,2026,national,LAL,shot_zone,mid_range,attempt,espn_derived,1296,0.1746160064672595,0.7561728395061729,90,1251,0.709832134292566,69
nba,2026,national,LAL,shot_zone,paint,attempt,espn_derived,1517,0.20439234707625978,1.083717864205669,93,1429,0.9839048285514346,34
nba,2026,national,MEM,ball_security,dead_ball_to,possession,espn_derived,463,0.055145307289185326,0.004319654427645789,45,492,0.0020325203252032522,47
nba,2026,national,MEM,ball_security,live_ball_to,possession,espn_derived,767,0.09135302525011911,0.002607561929595828,45,786,0.002544529262086514,55
nba,2026,national,MEM,ball_security,no_turnover,possession,espn_derived,7166,0.8535016674606956,1.3044934412503488,45,7113,1.384366652607901,10
nba,2026,national,MEM,context,halfcourt,possession,espn_derived,5958,0.709623630300143,1.053877139979859,28,5960,1.101006711409396,76
nba,2026,national,MEM,context,second_chance,possession,espn_derived,1250,0.1488804192472606,1.0984,38,1347,1.2204899777282852,100
nba,2026,national,MEM,context,transition,possession,espn_derived,1188,0.14149595045259647,1.430976430976431,10,1084,1.5166051660516606,72
nba,2026,national,MEM,creation,assisted,made_fg,espn_derived,2282,0.6731563421828909,2.4259421560035057,48,2314,2.41961970613656,48
nba,2026,national,MEM,creation,unassisted,made_fg,espn_derived,1108,0.32684365781710917,2.154332129963899,72,1301,2.1383551114527286,83
nba,2026,national,MEM,shot_zone,above_break_3,attempt,espn_derived,2373,0.33564356435643566,1.1049304677623262,34,2259,1.1195219123505975,62
nba,2026,national,MEM,shot_zone,at_rim,attempt,espn_derived,1586,0.22432814710042434,1.455233291298865,21,1924,1.5322245322245323,86
nba,2026,national,MEM,shot_zone,corner_3,attempt,espn_derived,699,0.09886845827439887,1.1545064377682404,10,753,1.2270916334661355,45
nba,2026,national,MEM,shot_zone,mid_range,attempt,espn_derived,987,0.13960396039603962,0.6788247213779128,31,913,0.7163198247535597,79
nba,2026,national,MEM,shot_zone,paint,attempt,espn_derived,1425,0.20155586987270155,1.063859649122807,86,1300,1.02,69
nba,2026,national,MIA,ball_security,dead_ball_to,possession,espn_derived,425,0.04894621674536451,0,93,488,0.0020491803278688526,52
